num_poste alti massif_nivo nom_usuel lat_dg lon_dg datouvr datferm exposition_nivo pente_nivo type_nivo massif_bdclim
66155001 1040 74 PY 42.496667 2.351667 1957-10-01 2010-11-30 0.0 0 7 74
66157001 1366 73 RAILLEU 42.586667 2.181000 1958-08-01 2199-12-31 0.0 0 7 73
66179001 640 74 ST-LAURENT-CERD 42.386667 2.611667 1965-01-01 2000-12-31 0.0 0 7 74
66181001 1320 74 STE-LEOCADIE 42.445000 2.013333 1981-06-01 2017-06-01 0.0 0 8 74
66188400 2354 74 St-Pierre-dels-Forcats--S- 42.462500 2.116833 1994-01-10 2199-12-31 360.0 25 2 74
66188401 2350 74 ST-PIERRE-DELS-FORCATS 42.462500 2.117000 2007-12-07 2026-04-13 0.0 0 1 74
66194002 700 74 SERRALONGUE 42.399833 2.557667 1985-08-01 2199-12-31 0.0 0 8 74
66204400 2160 74 CANIGOU-NIVOSE 42.536667 2.465000 1996-07-23 2199-12-31 360.0 0 3 74
66206002 900 74 LE-TECH-LA-LLAU 42.440000 2.515000 1947-01-01 2006-01-01 0.0 0 7 74
66220002 1519 74 VALCEBOLLERE 42.388167 2.035333 1945-06-01 2009-01-01 0.0 0 7 74
66222001 640 74 VERNET-LES-BAIN 42.551667 2.386667 1958-12-01 1994-06-30 0.0 0 7 74
66222003 630 74 VERNET-LES-BAINS 42.548333 2.386667 1992-04-01 2012-10-01 360.0 0 8 74
68102400 642 46 GEISHOUSE_NEIGE 47.878500 7.051333 2025-11-01 2199-12-31 0.0 0 1 46
68249006 954 46 SURCENORD-NEIGE 48.144667 7.128000 2000-01-01 2199-12-31 0.0 0 1 46
68311400 1091 46 SCHNEPFENRIED_NEIGE_BAS 47.983667 7.048333 2025-02-14 2199-12-31 0.0 0 1 46
68329002 1250 46 STOSSWIHR 48.053333 7.025833 1987-01-01 2020-01-01 120.0 5 7 99
70061400 880 47 BELFAHY_NEIGE 47.780000 6.737500 2023-11-01 2199-12-31 0.0 0 1 47
73004400 1400 4 Les-Aillons-(Margeriaz) 45.642167 6.061167 1984-01-05 2199-12-31 90.0 0 1 4
73004401 1775 4 Les-Aillons-(Margeriaz)--S- 45.631667 6.037167 1987-01-21 2199-12-31 90.0 0 2 4
73013001 1540 9 ALBIEZ 45.215500 6.341000 1992-06-01 2023-06-30 0.0 0 7 9
73015400 1700 10 Meribel-Mottaret 45.371667 6.583333 1983-12-26 2199-12-31 360.0 0 1 10
73015401 2005 10 Meribel-Mottaret--S- 45.360000 6.580000 1984-01-09 2199-12-31 40.0 5 2 10
73023001 1467 11 AUSSOIS-CLIM 45.229833 6.744333 1934-06-01 2024-05-31 0.0 0 7 11
73023401 2166 10 Aussois 45.247667 6.732667 1996-12-19 2018-04-01 140.0 0 1 11
73024400 1333 10 Valmorel 45.461833 6.445167 1985-12-24 2199-12-31 310.0 0 1 10
73024401 1850 10 Valmorel--S- 45.442167 6.442500 1984-01-14 2199-12-31 310.0 0 2 10
73026001 1104 11 AVRIEUX 45.214000 6.716833 1948-01-01 2199-12-31 0.0 0 7 11
73034002 1036 5 BEAUFORT-SUR-DORON 45.691000 6.568667 1942-01-01 2199-12-31 0.0 0 1 5
73034008 1950 5 CORMET-DE-ROSELEND-EDFNIVO 45.691500 6.683000 2003-09-25 2199-12-31 0.0 2 8 5
73034400 1209 5 Areches 45.671333 6.540500 1982-12-20 2199-12-31 40.0 0 1 5
73034401 2000 5 Areches--S- 45.651333 6.526500 1984-01-10 2199-12-31 0.0 0 2 5
73040005 1731 11 BESSANS-CLIM 45.322833 7.002333 1883-01-01 2199-12-31 0.0 0 1 11
73040006 2640 11 PLAN-SETI-EDFNIVO 45.284833 7.094667 2003-09-25 2199-12-31 10.0 8 8 11
73040400 1713 11 Bessans 45.320667 6.995333 1980-12-15 2199-12-31 310.0 0 1 11
73040402 2741 11 BONNEVAL-NIVOSE 45.351667 7.051167 1996-01-08 2199-12-31 270.0 0 3 11
73047401 1830 11 Bonneval-sur-Arc 45.373667 7.057167 1994-12-26 2199-12-31 310.0 0 1 11
73047402 2500 11 Bonneval-sur-Arc--S- 45.361333 7.052167 1995-01-21 2199-12-31 220.0 0 2 11
73047403 2590 11 REFUGE-DES-EVETTES 45.368167 7.106500 2023-03-03 2199-12-31 0.0 0 1 11
73054001 865 5 BOURG-ST-MAURICE 45.612667 6.763333 1945-04-01 2199-12-31 0.0 0 9 5
73054002 1315 6 BOURG-ST-MAURICE-EDF 45.657333 6.790000 1957-01-01 2199-12-31 0.0 0 7 5
73054401 2040 6 Les-Arcs 45.573333 6.826667 1981-12-19 2199-12-31 360.0 0 1 6
73054402 2280 6 Les-Arcs--S- 45.559000 6.818000 1983-12-13 2199-12-31 0.0 0 2 6
73054403 865 5 Enq.-aval-BSM--S- 45.613333 6.763333 1986-02-26 2199-12-31 0.0 0 2 173
73054404 865 5 Occasionnel-BSM--S- 45.613333 6.763333 1984-12-26 2199-12-31 0.0 0 2 173
73054408 2840 6 OCCAS-LES-ARCS--S- 45.542000 6.843000 2014-12-15 2199-12-31 320.0 5 2 6
73055001 865 10 BOZEL 45.440000 6.649500 1934-06-01 2199-12-31 0.0 0 7 10
73056002 2120 11 PETIT-MONT-CENIS-EDFNIVO 45.215667 6.875833 2004-09-22 2199-12-31 0.0 2 8 11
73071400 2300 10 La-Plagne-Champagny--S- 45.481833 6.706667 1984-02-01 2199-12-31 180.0 0 2 10
73071401 3000 10 Bellecote 45.500000 6.770000 1983-12-12 1988-04-30 220.0 0 1 10
73071402 3000 10 LA-PLAGNE-GLACIER--S- 45.488667 6.771833 1983-12-30 2199-12-31 270.0 0 2 10
73071403 2992 10 BELLECOTE-NIVOSE 45.489000 6.771167 1982-01-26 2199-12-31 270.0 5 3 10
73071404 1951 10 CHAMPAGNY 45.472333 6.694167 1987-12-20 2008-12-31 180.0 0 1 10
73071405 2010 10 LA-PLAGNE-BOZELET--S- 45.482500 6.689333 2013-12-01 2199-12-31 160.0 10 2 10
73093001 2260 5 GRANDE-PAREI-NIVOSE 45.614667 6.647500 2011-09-27 2199-12-31 90.0 1 3 5
73098001 1030 4 LES-DESERTS 45.625000 6.005000 1935-02-01 2000-01-31 0.0 0 7 4
73123400 1167 2 La-Giettaz 45.866333 6.495000 1990-12-19 2009-12-01 180.0 0 1 2
73123401 1914 2 La-Giettaz--S- 45.861333 6.532667 1990-12-18 2199-12-31 180.0 30 2 2
73123402 1217 2 LA-GIETTAZ 45.878333 6.525833 2009-12-02 2199-12-31 0.0 0 1 2
73132001 1215 5 HAUTELUCE 45.772333 6.638833 1923-01-01 2199-12-31 0.0 0 7 5
73132003 1614 5 COL-DES-SAISIES 45.755000 6.535333 1988-01-01 2199-12-31 0.0 0 8 5
73132400 1636 5 Les-Saisies 45.758333 6.528833 1993-01-01 2199-12-31 0.0 0 1 5
73132402 1650 5 Les-Saisies--S- 45.766667 6.526667 1993-01-10 2199-12-31 60.0 5 2 5
73132403 1633 5 Col-des-Saisies 45.760000 6.530000 1998-12-17 2008-09-30 0.0 0 3 5
73138002 1200 9 JARRIER 45.279333 6.308500 2009-07-31 2022-12-31 150.0 20 7 9
73139400 955 4 Jarsy 45.650000 6.180000 1979-12-19 1979-12-19 0.0 0 1 4
73139401 1684 4 ALLANT-NIVOSE 45.663833 6.211833 2008-10-01 2199-12-31 140.0 5 3 4
73143003 2000 11 LANSLEBOURG-MT 45.223500 6.944667 1970-10-01 2014-05-01 0.0 0 7 11
73144001 2032 11 MONT-CENIS 45.269333 6.899167 1988-11-01 2199-12-31 0.0 0 8 11
73144400 1470 11 Val-Cenis 45.290000 6.900000 1970-12-17 2006-05-01 360.0 0 1 11
73144404 2101 11 Val-Cenis-(La-Berche) 45.274167 6.922333 1994-12-23 2199-12-31 360.0 0 1 11
73144405 2400 11 LA-BERCHE-S- 45.271667 6.930000 2007-12-20 2199-12-31 360.0 0 2 11
73150400 1980 10 La-Plagne 45.506833 6.678667 1970-12-17 2199-12-31 10.0 0 1 10
73150401 2160 10 La-Plagne--S- 45.500000 6.670000 1983-12-26 2199-12-31 40.0 0 2 10
73150402 2000 10 OCCAS-LA-PLAGNE--S- 45.507167 6.678167 2017-01-21 2199-12-31 0.0 5 2 10
73157002 1228 11 MODANE 45.193667 6.674167 1985-09-01 2014-02-28 0.0 0 7 11
73157400 2208 11 Val-Frejus 45.155833 6.664833 1983-12-14 2199-12-31 320.0 0 1 11
73157401 2200 11 Val-Frejus--S- 45.160000 6.660000 1984-01-17 2199-12-31 360.0 0 2 11
73157402 2500 13 REFUGE-DU-THABOR 45.123667 6.599833 2023-09-11 2199-12-31 90.0 5 1 13
73173400 1603 9 Les-Karellis 45.227667 6.404000 1975-12-26 2199-12-31 10.0 0 1 9
73173401 1950 9 Les-Karellis--S- 45.220000 6.400000 1984-01-03 2199-12-31 10.0 0 2 9
73175001 960 9 MONTSAPEY 45.522500 6.336833 1934-06-01 2017-10-31 180.0 30 7 9
73176400 1867 6 La-Rosiere 45.629833 6.848333 1983-12-18 2199-12-31 180.0 0 1 6
73176401 2200 6 La-Rosiere--S- 45.642333 6.856167 1984-02-10 2199-12-31 210.0 0 2 6
73187002 1340 5 LA-LECHERE 45.556667 6.511667 1958-08-01 2007-04-30 0.0 0 7 5
73187403 2080 5 REFUGE-NANT-DU-BEURRE 45.583000 6.561167 2023-01-10 2199-12-31 270.0 5 1 5
73194005 2290 9 BISSORTE-EDFNIVO 45.157500 6.561000 2004-09-22 2199-12-31 90.0 15 8 9
73194400 2400 9 Orelle--S- 45.241667 6.573333 1997-02-15 2199-12-31 220.0 0 2 10
73194401 2356 10 Orelle 45.247833 6.571000 1998-12-05 2199-12-31 220.0 0 1 10
73197001 1350 10 PEISEY-NANCROIX 45.544000 6.756500 1950-06-01 2024-05-31 0.0 0 7 10
73206001 1420 10 PRALOGNAN-LA-VANOISE 45.386000 6.716667 1888-01-01 2199-12-31 0.0 0 7 10
73206003 2500 10 NOTRE-DAME-D'AOUT-EDFNIVO 45.290333 6.656667 2001-03-28 2199-12-31 20.0 12 8 10
73206400 1416 10 Pralognan 45.381667 6.720000 1970-12-17 2199-12-31 220.0 0 1 10
73206401 1945 10 Pralognan--S- 45.388000 6.728833 1983-12-20 2199-12-31 40.0 0 2 10
73206402 1413 10 Pralognan-(CRS) 45.381167 6.722333 1983-12-12 1989-04-30 90.0 0 1 10
73206406 1420 10 PRALOGNAN_NEIGE 45.386000 6.716667 1932-01-01 2199-12-31 0.0 0 1 10
73221001 1100 9 ST-ALBAN-DES-VI 45.305000 6.245000 1934-05-01 1992-12-31 0.0 0 7 9
73227400 1780 10 Courchevel 45.413333 6.632167 1970-12-17 2199-12-31 360.0 0 1 10
73227401 2100 10 Courchevel--S- 45.400000 6.630000 1983-12-13 2199-12-31 310.0 0 2 10
73230002 1085 9 ST-COLOMBAN-DES-VILLARDS 45.293000 6.231167 1984-11-01 2020-12-31 0.0 0 7 9
73232001 1230 6 STE-FOY-TARENTAISE 45.601833 6.886833 1934-08-01 2199-12-31 0.0 0 7 6
73232004 2410 6 PETITE-GOUILLE-EDFNIVO 45.623333 6.964167 2004-09-21 2199-12-31 230.0 8 8 6
73232400 1524 6 STE-FOY-STATION 45.577833 6.895167 2004-12-01 2199-12-31 270.0 0 1 6
73232401 2250 6 Ste-Foy-Station--S- 45.581667 6.925000 2004-12-01 2199-12-31 320.0 5 2 6
73232402 1230 6 SAINTE-FOY_NEIGE 45.601833 6.886833 1932-01-01 2199-12-31 160.0 10 1 6
73235400 1595 10 ST-FRANCOIS-LONG 45.417833 6.363500 1988-01-12 2199-12-31 220.0 0 1 9
73235401 2105 10 St-Francois-Longchamp--S- 45.402667 6.375500 1988-02-06 2199-12-31 210.0 25 2 9
73242001 1285 9 ST-JEAN-D-ARVES 45.190167 6.284333 1934-07-01 2015-08-26 0.0 0 7 13
73244001 1150 10 ST-JEAN-DE-BELLEVILLE 45.427667 6.482833 1934-06-01 2199-12-31 0.0 0 7 10
73248003 610 9 ST-JEAN-DE-MAUR 45.266667 6.333333 1990-02-01 2005-09-27 0.0 0 8 9
73257001 1443 10 ST-MARTIN-DE-BELLEVILLE 45.368167 6.510500 1952-09-01 2199-12-31 0.0 0 7 10
73257400 1800 10 Les-Menuires 45.323333 6.541667 1971-12-06 2199-12-31 270.0 0 1 10
73257401 2380 10 Les-Menuires--S- 45.310167 6.565000 1983-12-20 2199-12-31 180.0 0 2 10
73257405 2283 10 VAL-THORENS 45.294500 6.582500 2003-11-01 2199-12-31 230.0 0 1 10
73257406 2800 10 VAL-THORENS--S- 45.273667 6.581667 2019-01-09 2199-12-31 330.0 0 2 10
73261001 1345 9 ST-MICHEL-DE-MAURIENNE-LE-THYL 45.223667 6.490833 1934-05-01 2199-12-31 0.0 0 7 9
73280001 1694 9 ST-SORLIN-D'ARVES 45.224000 6.216333 1932-01-01 2199-12-31 0.0 0 7 12
73280402 2090 12 ST-SORLIN-D'ARVES 45.217167 6.202500 2017-01-11 2199-12-31 60.0 2 1 9
73280403 2089 12 ST-SORLIN--S- 45.216833 6.201333 2017-01-11 2199-12-31 90.0 5 2 9
73280404 2436 12 REFUGE-DE-L'ETENDARD 45.204000 6.172000 2020-07-01 2199-12-31 0.0 5 1 12
73290002 1280 11 TERMIGNON-CLIM 45.274833 6.814500 1934-05-01 2199-12-31 0.0 0 7 11
73290400 1350 11 Termignon 45.270000 6.820000 2000-12-04 2008-04-30 0.0 0 1 11
73290402 2310 10 REFUGE-ARPONT 45.318167 6.789167 2023-03-01 2199-12-31 0.0 0 1 10
73296002 1570 6 TIGNES-BREVIERES 45.507833 6.920667 1950-04-01 2015-12-31 0.0 0 7 6
73296005 2084 6 TIGNES_SAPC 45.467000 6.907167 1989-12-01 2199-12-31 0.0 0 8 6
73296400 2080 6 Tignes 45.468333 6.908333 1970-12-17 2199-12-31 0.0 0 1 6
73296401 2400 6 Tignes--S- 45.470000 6.890000 1983-12-13 2199-12-31 90.0 0 2 6
73296406 2559 6 LE-CHEVRIL-NIVOSE 45.499667 6.955333 1996-11-07 2199-12-31 260.0 10 3 6
73301001 730 4 TREVIGNIN 45.706833 5.977333 1989-04-01 2020-12-31 0.0 0 7 4
73304004 1850 6 VAL-D-ISERE 45.444833 6.978167 1984-08-01 2013-12-31 0.0 0 7 6
73304005 1850 6 VAL-D'ISERE-JOS 45.444833 6.978167 1988-01-01 2199-12-31 0.0 0 8 6
73304008 2350 6 SOUS-LES-BARMES-EDFNIVO 45.454000 7.075333 2003-09-25 2199-12-31 220.0 9 8 6
73304400 1843 6 La-Daille 45.446333 6.984833 1970-12-17 1990-03-18 270.0 0 1 6
73304402 2310 6 Le-Molard 45.441833 7.016167 1988-01-13 2017-05-01 340.0 0 1 6
73304404 1854 6 Val-d-Isere-Joseray 45.445000 6.978167 1971-12-01 2199-12-31 300.0 0 1 6
73304405 2530 6 Val-d-Isere-Joseray--S- 45.430000 6.990000 1983-12-13 2199-12-31 0.0 0 2 6
73306003 1430 9 VALLOIRE-CHEF-LIEU 45.166667 6.426667 1973-12-01 1990-12-31 0.0 0 7 13
73306005 1460 9 VALLOIRE-FOREST 45.173000 6.433167 1991-07-01 2199-12-31 0.0 0 7 13
73306401 2444 13 LES-ROCHILLES-NIVOSE 45.085000 6.469000 1982-01-26 2199-12-31 310.0 0 3 13
73306403 2295 9 Valloire 45.160833 6.463500 2003-01-10 2199-12-31 310.0 5 1 9
73306404 2300 9 Valloire--S- 45.160833 6.463500 2003-01-10 2199-12-31 310.0 5 2 9
73307400 1788 9 Valmeinier 45.176000 6.493833 1983-12-13 2199-12-31 240.0 0 1 9
73307402 2500 9 VALMEINIER--S- 45.183333 6.518333 2009-12-01 2199-12-31 270.0 20 2 9
73318400 1585 9 Le-Corbier 45.243333 6.266667 1987-02-23 2199-12-31 90.0 0 1 9
73318401 2198 9 Le-Corbier--S- 45.237000 6.242833 1987-02-24 2199-12-31 360.0 0 2 9
73322400 2000 11 La-Norma--S- 45.191667 6.716667 1996-12-23 2199-12-31 320.0 0 2 11
73322401 1958 11 La-Norma 45.188500 6.698833 1998-12-29 2199-12-31 320.0 0 1 11
74014002 1151 1 LES-CARROZ 46.024667 6.644000 1996-05-01 2199-12-31 300.0 10 1 1
74014400 1620 1 Flaine 46.003500 6.697333 1973-12-01 2199-12-31 220.0 0 1 1
74014401 2200 1 Flaine--S- 45.985667 6.705167 1983-12-13 2199-12-31 360.0 20 2 1
74014402 1760 1 LES-CARROZ-KEDEUSAZ 46.027667 6.665667 1992-01-16 2199-12-31 0.0 0 1 1
74014403 1950 1 Les-Carroz-d-Araches--S- 46.031333 6.689167 1992-01-11 2199-12-31 270.0 20 2 1
74014404 1152 1 LES-CARROZ-VILLAGE 46.024667 6.643833 2001-08-02 2018-04-30 270.0 0 1 1
74032400 1108 1 Bellevaux 46.200000 6.570000 1989-01-11 1989-03-25 320.0 0 1 1
74032401 1500 1 Bellevaux--S- 46.235000 6.499167 1989-02-28 2199-12-31 310.0 30 2 1
74033400 1535 1 Bernex 46.341167 6.708167 2002-01-01 2199-12-31 320.0 0 1 1
74033401 1704 1 Bernex--S- 46.339833 6.712833 2002-01-01 2199-12-31 320.0 30 2 1
74034001 690 1 LE-BIOT 46.278167 6.621000 1964-03-01 2020-03-01 0.0 0 7 1
74037002 750 1 BOEGE 46.213333 6.395000 1973-09-01 2199-12-31 0.0 0 7 1
74056001 1042 3 CHAMONIX 45.929500 6.877500 1876-01-01 2199-12-31 0.0 0 9 3
74056005 1500 3 LE-TOUR 46.003833 6.948500 1985-11-01 2199-12-31 0.0 0 8 3
74056012 2590 3 LAC-BLANC 45.979833 6.882167 2018-12-01 2199-12-31 130.0 0 8 3
74056013 2050 3 PETIT-CERVIN 45.991667 6.912000 2018-12-01 2199-12-31 130.0 0 8 3
74056014 2045 3 ENCRENAZ 46.001500 6.910167 2018-12-01 2199-12-31 20.0 0 8 3
74056015 2025 3 PRAZ-TORRENT 46.008000 6.908833 2018-12-01 2199-12-31 80.0 0 8 3
74056016 2225 3 PIERRE-POINTUE 45.890833 6.872000 2019-01-01 2199-12-31 320.0 30 8 3
74056017 2250 3 PLAN-DE-L'AIGUILLE 45.902833 6.885500 2019-01-01 2199-12-31 320.0 20 8 3
74056400 1043 3 CHAMONIX-OBS 45.923333 6.867333 1983-12-12 2199-12-31 220.0 0 1 3
74056401 2321 3 OCCAS-LE-BREVENT--S- 45.935000 6.840833 1988-12-21 2199-12-31 170.0 25 2 3
74056402 1478 3 LE-TOUR-NIVO 46.002333 6.947333 1985-12-17 2199-12-31 220.0 0 1 3
74056403 1923 3 Le-Tour--S- 46.029167 6.948167 1986-01-21 2199-12-31 270.0 5 2 3
74056405 2365 3 AIGUILLES-ROUGES-NIVOSE 45.986333 6.896833 1983-01-25 2199-12-31 130.0 0 3 3
74056406 2700 3 OCCAS-LOGNAN--S- 45.951667 6.949333 1983-12-27 2199-12-31 360.0 30 2 3
74056407 1042 3 Enq.-aval-Chamonix--S- 45.928333 6.878333 1989-03-05 2199-12-31 0.0 0 2 174
74056408 1042 3 Occasionnel-Chamonix--S- 45.928333 6.878333 1986-01-21 2199-12-31 0.0 0 2 174
74056409 2300 3 Plan-de-l-Aiguille--S-_PLRA 45.901833 6.885333 1985-01-08 2199-12-31 40.0 25 2 3
74056415 2380 3 OCCAS-LA-FLEGERE--S- 45.921667 6.863333 1990-12-26 2199-12-31 130.0 0 2 3
74056416 1970 3 Lognan 45.968333 6.942833 1995-01-31 2199-12-31 10.0 0 1 3
74056417 1850 3 LA-FLEGERE 45.962500 6.889167 2003-12-16 2199-12-31 10.0 0 1 3
74056418 2196 3 LE-TOUR-BALME 46.020833 6.970833 2005-12-21 2199-12-31 340.0 15 1 3
74056419 2310 3 PLAN-AIGUILLE-TMB 45.901167 6.885833 2015-12-22 2022-06-01 310.0 0 1 3
74056421 2758 3 COUVERCLE-NIVOSE 45.909667 6.958833 2023-05-24 2199-12-31 180.0 0 3 3
74056422 1190 3 ARGENTIERE_PLRA 45.968833 6.915167 2025-10-22 2199-12-31 180.0 0 1 3
74056423 1850 3 CHARAMILLON_PLRA 46.014000 6.956000 2025-10-23 2199-12-31 260.0 0 1 3
74056424 2020 3 PLANPRAZ_PLRA 45.936000 6.853000 2025-10-23 2199-12-31 240.0 0 1 3
74056425 1910 3 LE-MONTENVERS_PLRA 45.932000 6.917000 2025-10-23 2199-12-31 90.0 0 1 3
74058400 1521 1 La-Chapelle-d-Abondance 46.277833 6.776667 1992-12-28 1999-04-14 40.0 0 1 1
74058402 1490 1 La-Chapelle-d-Abondance 46.278000 6.778500 1999-01-16 2004-01-13 40.0 0 1 1
74058403 1300 1 CHAPELLE-D'ABONDANCE 46.284667 6.771333 2005-01-01 2005-05-01 360.0 0 1 1
74063002 1155 1 CHATEL 46.255833 6.818833 1958-01-01 2199-12-31 0.0 0 7 1
74063400 1650 1 Chatel 46.250000 6.820000 1982-12-20 1988-04-17 40.0 0 1 1
74063402 1710 1 Chatel 46.238667 6.817667 1992-12-20 2003-04-30 0.0 0 1 1
74063404 1635 1 CHATEL-NIVO 46.218333 6.792333 2003-12-15 2019-04-23 10.0 0 1 1
74063405 1700 1 CHATEL-NIVO 46.225167 6.797167 2014-08-01 2199-12-31 290.0 0 1 1
74063406 2030 1 CHATEL--S- 46.225000 6.820667 2014-08-01 2199-12-31 280.0 25 2 1
74080002 1180 2 CLUSAZ-(LA) 45.887167 6.427167 1988-07-01 2024-05-31 0.0 0 7 2
74080400 1500 2 La-Clusaz 45.896167 6.441667 1972-12-01 2016-03-10 310.0 0 1 2
74080401 2450 2 OCCAS-LA-CLUSAZ--S- 45.890333 6.489167 1983-12-27 2199-12-31 320.0 30 2 2
74080403 1597 2 LA-CLUSAZ 45.893500 6.445667 2015-12-01 2024-01-29 310.0 0 1 2
74080404 1965 2 LA-CLUSAZ 45.900833 6.485500 2024-01-31 2199-12-31 310.0 25 1 2
74083002 1183 2 COMBLOUX 45.892833 6.626667 1982-10-01 2199-12-31 0.0 0 7 2
74085001 1180 3 CONTAMINES-MJ 45.822333 6.728833 1881-01-01 2199-12-31 0.0 0 7 3
74085400 1180 3 Les-Contamines 45.820000 6.730000 1974-12-16 1983-04-17 0.0 0 1 3
74085403 1870 3 Les-Contamines-Montjoie 45.787667 6.696333 1992-12-14 2013-12-01 360.0 0 1 3
74085404 2272 3 Les-Contamines-Montjoie--S- 45.773667 6.687333 1992-12-22 2199-12-31 140.0 10 2 3
74085405 1450 3 Les-Contamines 45.820000 6.730000 1971-12-17 1973-04-07 0.0 0 1 3
74085406 1780 3 LES-CONTAMINES-MONTJOIE 45.791833 6.699833 2013-12-02 2199-12-31 360.0 0 1 3
74085407 1180 3 CONTAMINES-MJ_NEIGE 45.822333 6.728833 1945-01-01 2199-12-31 0.0 0 1 3
74134002 1172 1 GETS-(LES) 46.158667 6.670333 1876-01-01 2199-12-31 0.0 0 7 1
74134400 1530 1 Les-Gets 46.165833 6.659167 1988-01-18 2199-12-31 130.0 0 1 1
74134401 1720 1 Les-Gets--S- 46.163667 6.642167 1988-01-19 2199-12-31 310.0 20 2 1
74136003 1300 2 GRAND-BORNAND 45.970333 6.444667 1968-05-01 2199-12-31 0.0 0 1 2
74136005 1430 2 LE-GRAND-BORNAND 45.973333 6.471833 2005-07-20 2199-12-31 0.0 0 8 2
74136400 1270 2 Le-Grand-Bornand 45.972000 6.454167 1985-12-16 2022-10-12 300.0 0 1 2
74136402 1800 2 GRAND-BORNAND--S- 45.962167 6.484833 2018-08-01 2199-12-31 320.0 22 2 2
74136403 1447 2 GRAND-BORNAND 45.958167 6.456167 2022-10-12 2199-12-31 70.0 15 1 2
74137001 670 58 GROISY_SAPC 46.012667 6.174500 1963-07-01 2199-12-31 130.0 10 1 99
74143003 1004 3 HOUCHES-(LES) 45.892500 6.800667 1934-01-01 2199-12-31 0.0 0 8 3
74143400 1080 3 LA-GRIAZ_PLRA 45.889833 6.807667 2025-10-23 2199-12-31 350.0 0 1 3
74173001 1080 3 MEGEVE 45.855333 6.608167 1876-01-01 2199-12-31 0.0 0 7 3
74173400 1080 3 MEGEVE-AUXI 45.855667 6.608000 1984-01-30 2018-12-03 0.0 0 1 3
74173401 2005 3 Megeve--S- 45.803833 6.642667 1984-02-13 2199-12-31 40.0 20 2 3
74173402 1080 3 MEGEVE_NEIGE 45.855333 6.608167 1947-01-01 2199-12-31 0.0 0 1 3
74183400 1790 1 PRAZ-DE-LYS--S- 46.152167 6.570667 2019-12-01 2199-12-31 40.0 30 2 1
74187001 1050 2 MONTMIN 45.803833 6.265000 1900-01-01 2009-06-30 0.0 0 7 2
74190400 1077 1 Morillon 46.065167 6.671667 1996-01-15 1997-04-09 360.0 0 1 1
74190401 1828 1 Morillon--S- 46.037500 6.695167 1996-01-16 2199-12-31 360.0 35 2 1
74191001 960 1 MORZINE 46.178333 6.708333 1955-01-01 1996-05-31 0.0 0 7 1
74191003 1515 1 LE-PLENEY 46.168333 6.692833 1995-10-01 2199-12-31 0.0 0 8 1
74191400 960 1 Morzine 46.180000 6.710000 1983-12-12 1996-04-30 0.0 0 1 1
74191401 1610 1 Nyon 46.150000 6.720000 1987-02-09 1989-03-28 270.0 0 1 1
74191403 1750 1 Avoriaz 46.180000 6.770000 1971-12-01 2000-04-28 270.0 0 1 1
74191404 2150 1 Avoriaz--S- 46.172333 6.784500 1983-12-13 2199-12-31 360.0 30 2 1
74191406 1768 1 Avoriaz 46.186167 6.779833 2000-12-01 2199-12-31 270.0 0 1 1
74191407 1800 1 OCCAS-AVORIAZ 46.180000 6.709167 2018-02-02 2199-12-31 360.0 10 2 1
74208004 1300 1 PASSY 45.951667 6.731667 1986-08-01 1994-05-31 0.0 0 7 3
74208005 610 3 CHEDDE 45.923333 6.730000 1991-12-01 2000-11-30 0.0 0 8 99
74215400 1950 5 PRAZ-SUR-ARLY--S- 45.801833 6.584000 2009-12-15 2199-12-31 40.0 30 2 3
74236002 1833 3 MONT-ARBOIS 45.855333 6.669000 1991-01-01 2199-12-31 0.0 0 8 3
74236401 1850 3 Prarion--S- 45.879500 6.743500 1985-01-08 2199-12-31 270.0 20 2 3
74236404 1840 3 MONT-JOUX--S- 45.844667 6.670500 2012-12-01 2199-12-31 270.0 20 2 3
74236405 2026 3 MONT-GEROUX 45.836667 6.689333 2019-01-07 2199-12-31 310.0 15 2 3
74236406 1850 3 PRARION_PLRA 45.886000 6.753000 2025-10-23 2199-12-31 90.0 0 1 3
74238400 1526 1 ROC-D'ENFER 46.212833 6.630500 2005-01-01 2017-11-14 330.0 0 1 1
74252001 1020 1 ST-SIGISMOND 46.076333 6.612167 1993-10-01 2199-12-31 220.0 10 1 1
74258002 785 1 SAMOENS 46.086667 6.726667 1860-01-01 2199-12-31 0.0 0 7 1
74258400 1620 1 Samoens 46.050000 6.700000 1994-01-17 1994-04-10 360.0 0 1 1
74258403 1530 1 Samoens 46.030000 6.730000 1995-02-02 1997-03-03 360.0 0 1 1
74266001 815 3 SERVOZ 45.931167 6.767333 1992-06-01 2199-12-31 0.0 0 1 3
74270400 1159 2 Seythenex 45.713000 6.276333 2002-12-09 2023-04-30 360.0 5 1 4
74276400 1510 1 Praz-de-Lys 46.150000 6.580000 1982-12-23 1987-04-25 130.0 0 1 1
74279400 1700 1 Thollon-Memises 46.380000 6.720000 1988-12-27 1991-03-27 10.0 0 7 1
74286001 790 1 VACHERESSE 46.316333 6.669833 1983-01-01 2199-12-31 70.0 5 7 1
74286400 790 1 VACHERESSE-AUXI 46.315333 6.673333 2001-08-02 2199-12-31 40.0 0 1 1
74290002 1326 3 VALLORCINE_PLAN-DROIT 46.020500 6.919167 1949-11-01 2022-10-06 0.0 0 7 3
