num_poste alti massif_nivo nom_usuel lat_dg lon_dg datouvr datferm exposition_nivo pente_nivo type_nivo massif_bdclim
20108002 1030 40 EVISA-ONF 42.263333 8.838667 1977-01-01 2199-12-31 0.0 0 7 40
20108800 1030 40 EVISA_ONF_RCE_MESURE_EN_DOUBLE 42.263333 8.838667 2021-09-01 2024-01-31 0.0 0 7 40
20124001 658 41 GHISONI-GEND 42.103333 9.211667 1912-01-01 2008-08-01 0.0 0 7 41
20124400 1580 41 Ghisoni 42.070000 9.150000 1983-12-16 1995-03-03 80.0 0 7 41
20124401 1670 41 Ghisoni--S- 42.077000 9.147167 1984-02-01 2199-12-31 0.0 15 2 41
20124402 1670 41 GHISONI-CAPAGHJOLU 42.077000 9.147167 1995-12-01 2199-12-31 0.0 0 1 41
20160001 951 120 MOCA-CROCE 41.761667 9.016500 2019-02-18 2199-12-31 0.0 0 8 120
20254400 1480 41 QUENZA-BUCCHINERA 41.816000 9.138833 1986-12-18 1994-02-16 0.0 0 1 41
20266001 642 40 SALICE 42.121000 8.902000 2004-12-01 2021-01-01 0.0 0 7 40
20268001 837 41 SAMPOLO 41.943000 9.123000 1989-09-01 2199-12-31 0.0 0 8 41
20278400 1528 41 BUCCHINERA 41.823667 9.142333 2015-11-20 2016-04-30 0.0 0 1 41
20341001 615 40 VENACO-GEND 42.234833 9.174167 1955-02-01 2016-12-31 0.0 0 7 40
20341400 2379 40 MANICCIA-NIVOSE 42.208333 9.048500 2000-10-24 2199-12-31 180.0 10 3 40
20359004 654 41 ZICAVO-GEND 41.906500 9.128000 2005-01-01 2016-12-31 0.0 0 7 41
20359400 1418 41 ZICAVO-MATALZA 41.874500 9.152500 1989-01-06 1990-02-14 0.0 0 1 41
25121003 1230 55 BOIS-D'AMONT-CHALET-GAILLARD 46.563333 6.121667 1980-11-01 2199-12-31 0.0 0 1 55
25219400 750 55 EPENOY-NIVO 47.126833 6.366500 2009-01-01 2199-12-31 0.0 0 1 99
25380400 1380 55 METABIEF-S- 46.752000 6.356833 2014-11-01 2199-12-31 360.0 5 2 55
25380401 1036 55 METABIEF_STATION 46.766000 6.359167 2014-12-01 2199-12-31 360.0 3 1 55
25413001 940 55 MOUTHE 46.707000 6.209500 1880-06-01 2199-12-31 0.0 0 1 55
26059001 1071 14 BOUVANTE 44.955000 5.326667 1909-01-01 2199-12-31 0.0 0 7 14
26059400 1425 14 FONT-D'URLE 44.907167 5.334333 2002-11-01 2016-04-30 360.0 0 1 14
26074001 879 14 CHAPELLE-EN-VERCORS_SAPC 44.961500 5.422167 1994-04-01 2199-12-31 0.0 0 8 14
26142001 1007 24 GLANDAGE_SAPC 44.674667 5.615167 1967-10-01 2199-12-31 0.0 0 8 99
26168001 1059 18 LUS-L-CROIX-HTE 44.672833 5.710833 1946-02-01 2199-12-31 0.0 0 8 18
26290400 1260 14 Col-du-Rousset 44.838667 5.406667 2001-12-28 2018-05-01 360.0 0 1 14
31042001 620 68 BAGNERES-DE-LUC 42.800500 0.597833 1880-01-01 2018-12-31 0.0 0 7 68
31042012 618 68 LUCHON 42.801500 0.600167 1994-07-01 2199-12-31 0.0 0 8 68
31042400 1763 68 Superbagneres 42.770500 0.576333 1983-12-21 2199-12-31 320.0 0 1 68
31042401 2050 68 Superbagneres--S- 42.770000 0.570000 1985-03-01 2199-12-31 360.0 0 2 68
31042403 2150 68 Luchon-(CRS)--S- 42.800000 0.600000 1996-01-25 2199-12-31 40.0 0 2 68
31042404 1800 68 Superbagneres-Hotel 42.770000 0.580000 1997-11-19 1998-09-20 40.0 0 1 68
31085400 1456 69 Boutx-le-Mourtis 42.911833 0.768167 1971-12-15 2199-12-31 360.0 0 1 69
31085401 1700 69 Boutx-le-Mourtis--S- 42.920000 0.780000 1984-03-06 2199-12-31 360.0 0 2 69
31123005 1870 68 PRA-LONG-EDFNIVO 42.724000 0.554333 2004-09-30 2199-12-31 310.0 11 8 68
31123400 2417 68 MAUPAS-NIVOSE 42.714500 0.549500 2000-09-01 2024-01-08 360.0 0 3 68
31221001 2198 68 PEYRESOURDES 42.770833 0.455667 2015-12-01 2017-10-12 0.0 0 1 67
31221400 1569 68 Les-Agudes 42.786833 0.477667 1988-01-01 2199-12-31 360.0 0 1 68
31221401 2100 68 Les-Agudes--S- 42.770167 0.461667 1986-12-23 2199-12-31 40.0 20 2 68
31404001 969 68 OO 42.794167 0.504667 1961-09-01 2199-12-31 0.0 0 7 68
31508400 1107 68 St-Paul-d-Oueil 42.828333 0.550000 1998-12-01 2199-12-31 140.0 0 1 68
31508401 2000 68 St_Paul_d-Oueil--S- 42.830000 0.570000 2002-01-20 2199-12-31 310.0 0 2 68
31555400 2500 87 Occasionnel-Baqueira--S- 42.700000 0.980000 1997-01-19 2199-12-31 0.0 0 2 87
31555401 158 131 Enq.-aval-Toulouse--S- 43.571667 1.373333 2001-02-26 2199-12-31 0.0 0 2 131
31555402 158 131 Occasionnel-Toulouse--S- 43.571667 1.373333 1985-01-08 2199-12-31 0.0 0 2 131
38002400 1345 8 Prapoutel-Pipay 45.250000 5.980000 1972-01-13 1994-04-03 290.0 0 1 8
38002401 1900 8 Prapoutel--S- 45.253333 6.039833 1984-02-21 2199-12-31 310.0 0 2 8
38002404 1870 8 Prapoutel 45.243333 6.017167 1995-01-03 1996-04-14 0.0 0 1 8
38002405 1570 8 Prapoutel 45.245833 6.016667 1996-11-30 2004-12-15 240.0 0 1 8
38002406 1355 8 PRAPOUTEL 45.256167 5.995667 2004-12-01 2024-12-04 320.0 10 1 8
38002408 1595 8 PRAPOUTEL 45.253833 6.016333 2024-11-30 2199-12-31 310.0 5 1 8
38005001 1270 12 ALLEMOND 45.203333 6.040333 1958-10-01 2199-12-31 0.0 0 7 8
38005400 1280 8 Le-Rivier-d-Allemond 45.205833 6.042500 1991-12-04 1992-05-01 120.0 0 1 8
38005402 2240 8 AIGLETON-NIVOSE 45.231000 6.038167 2004-12-01 2199-12-31 120.0 0 3 8
38006400 1642 8 Le-Collet-d-Allevard 45.389500 6.123833 1985-12-16 2199-12-31 270.0 0 1 8
38006401 2000 8 Le-Collet-d-Allevard--S- 45.387000 6.142333 1986-01-14 2199-12-31 20.0 0 2 8
38006402 1650 8 Le-Collet-d-Allevard 45.380000 6.100000 1971-01-08 1971-04-11 270.0 0 1 8
38020001 730 12 AURIS 45.031667 6.066667 1976-01-01 2002-03-31 0.0 0 7 12
38020400 1600 12 AURIS-EN-OISANS 45.057167 6.076333 1986-02-10 2199-12-31 150.0 0 1 12
38020401 1860 12 Auris-en-Oisans--S- 45.076167 6.082167 1986-02-15 2199-12-31 310.0 0 2 12
38021001 1069 14 AUTRANS 45.182000 5.552167 1905-01-01 2199-12-31 0.0 0 7 14
38021400 1260 14 AUTRANS-NIVO 45.227167 5.581167 2004-12-01 2017-03-31 10.0 0 1 14
38040001 1520 12 BESSE 45.071167 6.168000 1922-11-01 2199-12-31 0.0 0 7 12
38052400 720 12 Bourg-d-Oisans 45.056667 6.040833 1986-12-01 2001-12-31 220.0 0 1 12
38090400 1156 14 Col-de-l-Arzelier 44.989833 5.594167 1989-01-09 2004-04-30 130.0 0 1 14
38128001 935 18 CORPS 44.819833 5.946000 1892-10-01 2018-12-31 0.0 0 7 15
38163006 2230 8 AGNELIN-EDFNIVO 45.231500 6.084333 2003-09-18 2199-12-31 330.0 13 8 8
38185400 212 7 Enq.-aval-Grenoble--S- 45.198833 5.771667 1989-03-02 2199-12-31 0.0 0 2 138
38185401 212 7 Occasionnel-Grenoble--S- 45.198833 5.771667 1985-01-18 2199-12-31 0.0 0 2 138
38186001 1220 14 GRESSE 44.899833 5.565667 1923-01-01 2199-12-31 0.0 0 7 14
38186400 1254 14 Gresse-en-Vercors 44.893167 5.547167 1989-01-09 2199-12-31 90.0 0 1 14
38186401 1650 14 Gresse-en-Vercors--S- 44.897333 5.527500 1995-02-13 2199-12-31 130.0 0 2 14
38187400 1646 14 LE-GUA-NIVOSE 45.015000 5.588667 1992-08-13 2199-12-31 110.0 37 3 14
38191002 1860 12 ALPE-D'HUEZ 45.087833 6.085667 1988-11-01 2199-12-31 0.0 0 8 12
38191400 1860 12 L-Alpe-d-Huez-(SATA) 45.097667 6.072833 1978-02-01 2199-12-31 180.0 0 1 12
38191401 2000 12 L-Alpe-d-Huez-(SATA)--S- 45.110833 6.069333 1985-01-21 2199-12-31 340.0 0 2 12
38191402 2700 12 L-Alpe-d-Huez-2700 45.100000 6.100000 1989-12-01 1991-01-02 310.0 0 1 12
38191405 2700 12 Col-du-Lac-Blanc--S- 45.127667 6.111667 1990-01-22 2199-12-31 40.0 0 2 12
38191407 1850 12 L-Alpe-d-Huez-SATA-1860 45.080000 6.050000 1970-12-21 1983-12-25 310.0 0 1 12
38191408 2340 12 L-Alpe-d-Huez-2350 45.105000 6.097500 1990-12-21 2199-12-31 10.0 0 1 12
38191409 2340 12 L-Alpe-d-Huez-2350--S- 45.105000 6.097500 1990-12-24 2199-12-31 250.0 0 2 12
38205400 1400 14 Lans-en-Vercors 45.111500 5.609167 1986-01-06 2199-12-31 270.0 0 1 14
38207001 1070 15 LAVALDENS 44.990667 5.883333 1920-01-01 2199-12-31 0.0 0 7 15
38253400 2550 15 Les-2-Alpes-(Toura-NE) 44.996667 6.171833 1971-02-01 2199-12-31 10.0 0 1 15
38253401 2600 15 Les-2-Alpes-(Toura-NE)--S- 44.996667 6.171833 1983-12-12 2199-12-31 10.0 0 2 15
38253403 2084 15 Les-2-Alpes-(Pied-Mouttet) 45.009167 6.106667 1984-03-12 2018-05-01 240.0 5 1 15
38253404 1630 15 Les-2-Alpes-(GN) 45.007333 6.122833 1974-12-01 2011-04-30 0.0 0 1 15
38253407 3200 15 Les-2-ALpes-Jandri 44.997000 6.204667 2002-01-24 2199-12-31 0.0 0 1 15
38264400 1382 15 L-Alpe-du-Grand-Serre 45.020833 5.862500 1986-12-17 2199-12-31 30.0 5 1 15
38264401 1800 15 L-Alpe-du-Grand-Serre--S- 44.998667 5.855000 1984-03-17 2199-12-31 10.0 0 2 15
38269004 885 15 LA-MURE--RADOME 44.935000 5.786167 2003-11-01 2199-12-31 0.0 0 8 15
38285001 950 15 ORNON 45.051667 5.987333 1905-01-01 2199-12-31 0.0 0 7 15
38285400 1330 15 COL-D'ORNON 45.017167 5.970667 2005-12-01 2012-04-30 320.0 5 1 15
38289401 1350 12 Olmet 45.128167 6.071667 2003-12-01 2199-12-31 10.0 0 1 12
38334400 2108 8 REFUGE-DE-LA-PRA 45.161167 5.944833 2020-07-01 2199-12-31 180.0 0 1 8
38366001 1040 18 ST-BAUDILLE 44.796000 5.796167 1953-10-01 2199-12-31 0.0 0 7 18
38375001 1570 15 ST-CHRISTOPHE 44.945500 6.188167 1963-12-01 2020-12-31 0.0 0 7 15
38375400 1570 15 St-Christophe 44.946667 6.188333 1983-12-12 2024-06-30 220.0 0 1 15
38375402 2970 15 LES-ECRINS-NIVOSE 44.936833 6.346167 1983-02-21 2199-12-31 220.0 5 3 15
38375403 1738 15 La-Berarde 44.932667 6.292000 2001-08-02 2199-12-31 180.0 0 1 15
38375405 3060 15 REFUGE-DU-PROMONTOIRE 44.998333 6.303167 2020-07-01 2199-12-31 180.0 10 1 15
38375406 2408 15 REFUGE-DE-TEMPLE-ECRINS 44.904000 6.332333 2021-07-09 2199-12-31 220.0 10 1 15
38395400 970 7 St-Hilaire 45.308333 5.883333 1983-12-12 2018-06-30 130.0 0 1 7
38395403 1756 7 ST-HILAIRE-NIVOSE 45.313833 5.863500 1982-01-26 2199-12-31 130.0 45 3 7
38395404 1180 7 St-Hilaire-Gelinottes 45.313333 5.884667 2000-01-01 2009-04-30 90.0 0 1 7
38439400 1424 8 COL-DU-BARIOZ 45.324667 6.047333 2013-12-05 2018-05-01 300.0 20 1 8
38442001 945 7 GRANDE-CHARTREUSE 45.363333 5.791833 1921-07-01 2199-12-31 0.0 0 7 7
38442005 895 7 ST-PIERRE-DE-CH 45.343333 5.816667 1996-09-01 2005-08-08 0.0 0 8 7
38442400 1700 7 St-Pierre-de-Chartreuse 45.345000 5.846500 1986-12-23 2024-06-01 310.0 0 1 7
38469001 1770 15 LA-SALETTE 44.860000 5.978333 1969-11-01 2001-12-31 0.0 0 7 15
38469400 1770 15 La-Salette 44.850000 5.980000 1983-12-12 1990-04-30 130.0 0 1 15
38472002 1325 7 COL-DE-PORTE-EDFNIVO 45.295000 5.765500 2001-11-30 2199-12-31 10.0 5 8 7
38472003 1325 7 COL_DE_PORTE-OBSERVATOIRE 45.295000 5.765667 1960-01-01 2199-12-31 0.0 5 1 7
38472400 1325 7 Col-de-Porte 45.300000 5.770000 1983-12-14 1992-01-29 20.0 0 1 7
38472401 1325 7 Col-de-Porte--S- 45.295000 5.765333 1983-12-30 2199-12-31 10.0 0 2 7
38472403 1325 7 COL-DE-PORTE-NIVOSE 45.295000 5.765333 1991-01-24 2199-12-31 10.0 0 3 7
38514400 850 18 Treminis 44.730000 5.750000 1998-01-05 1999-06-27 360.0 0 1 14
38522001 980 15 VALJOUFFREY 44.880000 6.018333 1949-02-01 2014-03-31 0.0 0 7 15
38522400 2170 15 REFUGE-DE-FONT-TURBA 44.864667 6.178000 2020-07-01 2199-12-31 180.0 0 1 15
38527001 772 8 VAUJANY 45.149167 6.047167 1907-01-01 2199-12-31 0.0 0 7 12
38527400 1720 12 VAUJANY-NIVO 45.158833 6.097667 1990-12-22 2199-12-31 270.0 0 1 12
38527401 1720 12 Vaujany--S- 45.160000 6.100000 1988-02-22 2199-12-31 270.0 0 2 12
38548001 1027 14 VILLARD-DE-LANS 45.078500 5.561000 1959-01-01 2199-12-31 0.0 0 8 14
38548003 1018 14 VILLARD-BOIS-BARBU 45.071500 5.542000 2006-07-01 2017-02-28 60.0 20 7 14
38548400 1710 14 Villard-cote-2000 45.024333 5.567667 1985-01-09 2199-12-31 310.0 15 1 14
38548401 1720 14 Villard-cote-2000--S- 45.022500 5.570333 1988-12-26 2199-12-31 240.0 0 2 14
38548402 1020 14 Villard-de-Lans 45.074833 5.555333 1986-01-01 2006-06-30 0.0 0 1 14
38548403 1018 14 VILLARD-BOIS-BARBU 45.071500 5.542000 2006-07-01 2017-02-28 60.0 20 1 14
38567002 1730 8 CHAMROUSSE 45.128000 5.878333 2002-09-01 2199-12-31 0.0 0 8 8
38567400 1650 8 CHAMROUSSE-ARSELLE 45.098667 5.876000 1971-01-01 2018-05-01 220.0 0 1 8
38567404 1650 8 Bachat-Bouloud 45.100000 5.880000 2001-08-03 2005-03-17 270.0 0 1 8
38567405 1980 8 Chamrousse-Robert 45.180000 5.900000 1997-12-18 2000-04-25 360.0 0 1 8
38567406 2150 8 CHAMROUSSE--S- 45.126667 5.911667 1997-12-21 2199-12-31 40.0 0 2 8
38567407 2022 8 Chamrousse-Niverolles 45.120667 5.895667 2000-12-15 2199-12-31 320.0 0 1 8
39367001 925 56 MORBIER 46.558333 6.018333 1935-06-01 1992-02-29 0.0 0 4 99
39367004 930 56 MORBIER-LES-MARAIS-EDF 46.559167 6.021333 2002-11-21 2199-12-31 0.0 1 8 56
39367400 922 56 MORBIER_MARAIS 46.554333 6.020000 2008-11-01 2199-12-31 0.0 0 1 56
39367401 1077 56 MORBIER_GLACIER 46.585500 6.056500 2008-11-01 2199-12-31 0.0 0 1 56
39470400 1150 56 LES-ROUSSES_NEIGE 46.453667 6.065500 2023-10-01 2199-12-31 0.0 0 1 56
42039400 1470 50 CHALMAZEL-S- 45.704500 3.850500 2015-10-01 2199-12-31 360.0 20 2 50
43212002 960 50 ST-PAL-DE-CHALENCON 45.344833 3.966500 2014-12-02 2199-12-31 150.0 10 7 50
63098002 1260 51 LE-FAY-ROUGET-EDFNIVO 45.519167 2.771833 2001-11-13 2199-12-31 210.0 8 8 51
63236004 1311 51 LE-MONT-DORE-STATION-SKI 45.543333 2.816833 2005-12-01 2199-12-31 0.0 0 1 51
63236006 1490 51 MONT-DORE-SANCY1500 45.535833 2.819000 2014-12-01 2199-12-31 0.0 0 1 51
63236400 1664 51 PLATEAU-CACADOGNE 45.532167 2.820833 2011-11-01 2199-12-31 40.0 5 1 51
63236401 1664 51 PLATEAU-CACADOGNE-S- 45.532167 2.820833 2011-11-01 2199-12-31 40.0 20 2 51
64040400 1650 64 ARETTE-LA-PIERRE-SAINT-MARTIN 42.978500 -0.748167 1971-12-01 2199-12-31 10.0 0 1 64
64040401 1700 64 Arette--S- 42.980000 -0.750000 1984-01-24 2199-12-31 90.0 0 2 64
64316001 616 64 LARRAU 43.020000 -0.960000 1955-10-01 2199-12-31 0.0 0 7 64
64316002 1327 64 LARRAU-IRATY 43.038333 -1.026667 1973-01-01 2018-01-31 0.0 0 7 64
64316400 1327 64 Iraty 43.038167 -1.026667 1983-12-01 2199-12-31 270.0 0 1 64
64320001 1132 65 LARUNS-ARTOUSTE 42.886333 -0.410667 1934-01-01 2016-07-31 0.0 0 7 65
64320400 1900 65 Artouste 42.870000 -0.380000 1983-12-01 2002-12-01 180.0 0 1 65
64320402 1347 65 Gourette 42.957333 -0.333167 1971-12-01 1997-04-20 10.0 0 1 65
64320403 2000 65 Gourette--S- 42.937833 -0.326500 1984-01-31 2199-12-31 10.0 0 2 65
64320404 1590 65 Gourette 42.950333 -0.331667 1998-01-05 2199-12-31 10.0 0 1 65
64320405 1860 65 Artouste 42.901500 -0.388167 2002-12-01 2026-07-06 30.0 0 1 65
64330400 2142 65 SOUM-COUY-NIVOSE 42.961667 -0.721333 1997-01-01 2199-12-31 0.0 0 3 65
64336400 1450 65 Laberouat 42.950000 -0.665000 1971-12-01 2002-04-30 220.0 0 1 65
64542400 1607 65 Somport 42.796667 -0.532500 1971-12-01 2010-04-30 40.0 0 1 65
65006001 1093 66 PAYOLLE 42.943833 0.276667 1976-06-01 2015-12-31 0.0 0 7 67
65017002 1012 66 EGET 42.791667 0.262000 1944-01-01 2020-12-31 0.0 0 7 67
65017400 1860 66 Piau 42.782167 0.160000 1975-02-01 2199-12-31 20.0 0 1 66
65017401 2550 66 Piau--S- 42.766167 0.148333 1984-01-13 2199-12-31 40.0 0 2 66
65017402 1425 66 Aragnouet 42.783167 0.185167 1971-12-01 1974-03-31 20.0 0 1 66
65017403 2115 66 Tunnel-de-Bielsa--S- 42.747000 0.181000 2000-11-06 2199-12-31 60.0 0 2 66
65017404 2120 66 AIGUILLETTES-NIVOSE 42.747000 0.181000 2010-09-16 2199-12-31 100.0 3 3 66
65031001 720 67 ARREAU-BORDERES 42.899500 0.365000 1943-12-01 2016-07-31 0.0 0 7 67
65032001 871 66 ARRENS-MARSOUS 42.958167 -0.207667 1936-09-01 2016-07-31 0.0 0 7 67
65032004 2260 66 MIGOUELOU-EDFNIVO 42.887500 -0.296667 2002-02-07 2199-12-31 90.0 3 8 66
65059400 1745 66 La-Mongie 42.909167 0.179000 1974-03-01 2017-12-31 90.0 0 1 66
65059401 1920 66 La-Mongie--S- 42.903667 0.183000 1983-12-20 2199-12-31 10.0 0 2 66
65059403 2872 66 Pic-du-Midi 42.936667 0.142167 2002-08-01 2014-11-01 0.0 0 1 66
65077400 1529 66 HAUTACAM 42.971667 -0.006833 1988-02-01 2025-02-11 220.0 0 1 66
65099400 1460 67 Val-Louron 42.791167 0.388000 1978-01-01 2199-12-31 10.0 0 1 67
65099401 2080 67 Val-Louron--S- 42.774833 0.377833 1985-01-15 2199-12-31 40.0 20 2 67
65099402 1680 67 Peyresourde 42.787833 0.446667 1986-01-01 2003-12-01 310.0 0 1 67
65123001 1205 66 ARTIGUES 42.928000 0.203167 1952-03-01 2016-07-31 0.0 0 7 66
65138001 911 66 CAUTERETS---CENTRE-VILLE 42.892000 -0.114667 1951-01-01 2015-12-31 0.0 0 7 67
65138005 1535 66 CAUTERETS_SAPC 42.852500 -0.147000 2009-09-01 2199-12-31 0.0 0 8 66
65138400 1840 66 CAUTERETS_LYS 42.882500 -0.156167 1971-12-01 2011-10-31 40.0 0 1 66
65138401 1955 66 Cauterets--S- 42.885500 -0.163667 1983-12-26 2199-12-31 360.0 0 2 66
65138402 1920 66 CAUTERETS_LYS 42.879667 -0.158167 2011-11-01 2199-12-31 50.0 5 1 66
65188003 1380 66 GAVARNIE 42.728667 -0.008167 1991-01-01 2015-10-14 0.0 0 7 67
65188400 1840 66 GAVARNIE_ESPECIERES 42.729167 -0.031167 1977-12-01 2199-12-31 10.0 0 1 66
65188401 2265 66 Gavarnie--S- 42.715833 -0.046167 1984-02-07 2199-12-31 40.0 0 2 66
65188402 1380 66 Gavarnie-village 42.728500 -0.007833 2000-08-01 2015-05-19 0.0 0 1 66
65188403 2205 66 GAVARNIE-CRS--S- 42.716667 -0.048667 1997-01-19 2199-12-31 360.0 0 2 66
65192001 999 66 GEDRE 42.787833 -0.018333 1953-03-01 2006-05-01 0.0 0 7 67
65192006 2050 66 TROUMOUSE-EDFNIVO 42.725500 0.101000 2003-12-18 2199-12-31 310.0 11 8 66
65195001 1252 67 GENOS 42.744000 0.410167 1958-01-01 2020-12-31 0.0 0 7 67
65199400 1606 67 Peyresourde 42.790333 0.447167 1971-12-15 2015-11-30 320.0 0 1 67
65212001 780 66 GUCHEN 42.866167 0.336333 1952-03-01 2001-08-31 0.0 0 7 67
65258001 638 67 LANNEMEZAN 43.113833 0.413167 1970-11-01 2199-12-31 0.0 0 7 67
65258400 638 67 Lannemezan 43.113833 0.413167 2002-08-01 2005-03-01 0.0 0 1 67
65282003 2560 67 SPIJEOLES-EDFNIVO 42.709667 0.470833 2009-09-17 2199-12-31 290.0 10 8 67
65283001 1587 67 LOUDERVIELLE 42.796500 0.439667 2004-10-01 2199-12-31 0.0 0 8 67
65295001 677 66 LUZ-ST-SAUVE 42.870167 -0.013333 1863-05-01 1999-05-31 0.0 0 7 67
65295004 2560 66 BARRADA-EDFNIVO 42.814833 0.096000 2003-10-08 2199-12-31 330.0 9 8 66
65295400 1800 66 Luz-Ardiden 42.881000 -0.063833 1983-12-01 2199-12-31 10.0 0 1 66
65295401 1900 66 Luz-Ardiden--S- 42.880000 -0.070000 1983-12-20 2199-12-31 40.0 0 2 66
65329400 1590 67 Nistos 42.943500 0.456167 1996-03-01 2199-12-31 90.0 0 1 67
65388001 826 67 ST-LARY-SOUL 42.813833 0.317667 1944-01-01 2199-12-31 0.0 0 7 67
65388400 1672 66 St-Lary 42.812667 0.295000 1971-12-01 1999-01-17 10.0 0 1 67
65388402 2020 66 St-Lary-Espiaube 42.827833 0.222167 1997-12-01 2011-11-01 360.0 0 1 67
65388403 2101 66 St-Lary-Espiaube--S- 42.816833 0.254667 1998-01-06 2199-12-31 40.0 15 2 67
65388405 830 67 SAINT-LARY--CRS--S- 42.816167 0.322833 2009-12-09 2199-12-31 0.0 0 2 67
65388406 2085 66 ST-LARY-LITA 42.816500 0.254667 2011-11-01 2199-12-31 360.0 0 1 67
65413400 2445 66 LAC-D'ARDIDEN-NIVOSE 42.848167 -0.066000 1995-10-01 2199-12-31 340.0 0 3 66
65440401 360 165 Enq.-aval-Tarbes--S- 43.186667 -0.005000 1993-03-30 2199-12-31 0.0 0 2 165
65440402 360 165 Occasionnel-Tarbes--S- 43.186667 -0.005000 1992-12-15 2199-12-31 0.0 0 2 165
65481001 1215 66 BAREGES-VILLE 42.896833 0.061667 1932-01-01 2013-06-19 0.0 0 7 67
65481400 1740 66 Bareges 42.905500 0.130833 1971-12-01 2199-12-31 270.0 0 1 66
65481401 1960 66 Bareges--S- 42.900000 0.140000 1984-01-17 2199-12-31 10.0 20 2 66
66004400 2319 73 Les-Angles--S- 42.573333 2.040833 1983-12-27 2199-12-31 80.0 20 2 73
66004401 2108 73 Les-Angles 42.571667 2.051667 1983-12-21 2199-12-31 10.0 0 1 73
66005001 1381 73 ANGOUSTRINE 42.486667 1.953333 1947-01-01 2007-01-01 0.0 0 7 74
66005004 2240 73 LES-DOUGNES-EDFNIVO 42.575167 1.972667 2002-09-25 2199-12-31 160.0 5 8 73
66018001 795 74 BASTIDE(LA) 42.546667 2.588333 1965-01-01 1994-12-31 0.0 0 7 74
66020400 1750 73 CRS66_SECOURS_MONTAGNE--S- 42.503000 2.077500 2021-01-20 2199-12-31 0.0 0 2 73
66025001 1130 74 BOURG-MADAME 42.436667 1.945000 1928-01-01 1994-06-30 0.0 0 7 74
66060003 1160 74 CORSAVY 42.496667 2.553333 1978-04-01 1995-05-31 0.0 0 7 74
66062001 1446 73 DORRES 42.484500 1.939333 1964-10-01 2021-01-01 0.0 0 7 73
66067400 2250 74 Puigmal 42.390333 2.074167 1983-12-01 2199-12-31 10.0 0 1 74
66067401 2250 90 Puigmal--S- 42.400000 1.950000 1984-01-23 2199-12-31 40.0 0 2 90
66067402 2461 74 PUIGMAL-NIVOSE 42.380667 2.095333 2009-09-11 2199-12-31 340.0 5 3 74
66081002 2040 73 GAOUGETA-EDFNIVO 42.650167 2.005833 2003-10-10 2199-12-31 70.0 16 8 73
66082001 1530 73 FORMIGUERES 42.613333 2.105000 1983-01-01 2005-07-06 0.0 0 7 73
66082004 1495 73 FORMIGUERES 42.616000 2.111333 2005-07-01 2199-12-31 0.0 0 8 73
66082400 1753 73 FORMIGUERE 42.623667 2.068333 1989-02-24 2026-04-13 120.0 0 1 73
66082401 2180 73 Formigueres--S- 42.629167 2.039667 1988-02-02 2199-12-31 70.0 20 2 73
66095001 1246 73 LATOUR-DE-CAROL 42.462333 1.888167 1955-01-01 2015-12-31 0.0 0 7 73
66098400 1868 73 CAPCIR-NORDIQUE 42.534667 2.143000 2025-02-14 2199-12-31 360.0 0 1 73
66117001 1600 73 MONT-LOUIS 42.510000 2.121667 1922-01-01 2018-12-31 0.0 0 7 74
66119002 750 75 MOSSET 42.675667 2.320333 1924-01-01 2199-12-31 0.0 0 7 99
66122001 995 73 NOHEDES-EDF 42.626667 2.276667 1947-01-01 2199-12-31 0.0 0 7 73
66124001 1754 73 FONT-ROMEU 42.503333 2.040000 1946-04-01 1983-12-31 0.0 0 7 73
66124004 1964 73 FONT-ROMEU 42.521667 2.036667 1983-10-01 2001-12-31 0.0 0 7 73
66124400 1964 73 Font-Romeu 42.520000 2.030000 1983-12-01 2003-12-12 180.0 0 1 73
66124401 2112 73 Font-Romeu--S- 42.532333 2.029667 1984-01-30 2199-12-31 10.0 0 2 73
66124402 2144 73 FONT-ROMEU-GALINERA 42.535167 2.021000 2003-12-01 2199-12-31 0.0 0 1 73
66125003 615 73 OLETTE 42.553333 2.266667 1978-05-01 2009-08-31 0.0 0 7 73
66130002 1240 74 OSSEJA 42.413333 1.981667 1976-01-01 1991-06-30 0.0 0 7 74
66136401 42 166 Occasionnel-Perpignan--S- 42.740000 2.875000 1988-02-29 2199-12-31 0.0 0 2 166
66136403 42 166 Enq.-aval-Perpignan--S- 42.740000 2.875000 1988-02-29 2199-12-31 0.0 0 2 166
66146002 2200 73 FONT-NEGRE-EDFNIVO 42.532333 1.735500 2003-10-01 2017-10-31 350.0 21 8 73
66147001 1620 73 PORTE-PUYMORENS 42.546667 1.826667 1964-05-01 2014-08-01 0.0 0 8 73
66147400 2085 73 Porte-Puymorens 42.551833 1.789167 1971-12-01 2010-03-01 40.0 0 1 73
66147401 2054 73 Porte-Puymorens--S- 42.548000 1.808667 1983-12-27 2199-12-31 10.0 0 2 73
66147402 2087 73 PORTE-PUYMORENS 42.551667 1.789000 2010-01-01 2199-12-31 360.0 0 1 73
66150002 1100 74 PRATS-MOLL 42.403333 2.480000 1945-11-01 1979-05-31 0.0 0 7 74
66150012 1525 74 COL-D-ARES 42.368333 2.458333 1991-04-01 2005-07-01 0.0 0 7 74
66154401 2131 73 Puyvalador_Rieutord 42.655167 2.058333 2004-01-11 2015-04-30 130.0 0 1 73
