38128001 CORPS 7 b'2018-12-31' 935 926 -9
38163006 AGNELIN-EDFNIVO 8 b'2199-12-31' 2230 2227 -3
38186001 GRESSE 7 b'2199-12-31' 1220 1219 -1
38186400 Gresse-en-Vercors 1 b'2199-12-31' 1254 1254 0
38186401 Gresse-en-Vercors--S- 2 b'2199-12-31' 1650 1664 14
38187400 LE-GUA-NIVOSE 3 b'2199-12-31' 1646 1651 5
38191002 ALPE-D'HUEZ 8 b'2199-12-31' 1860 1858 -2
38191400 L-Alpe-d-Huez-(SATA) 1 b'2199-12-31' 1860 1867 7
38191401 L-Alpe-d-Huez-(SATA)--S- 2 b'2199-12-31' 2000 2006 6
38191402 L-Alpe-d-Huez-2700 1 b'1991-01-02' 2700 2245 -455 "Warning diff altitude mnt/poste >100m"
38191405 Col-du-Lac-Blanc--S- 2 b'2199-12-31' 2700 2722 22
38191407 L-Alpe-d-Huez-SATA-1860 1 b'1983-12-25' 1850 1496 -354 "Warning diff altitude mnt/poste >100m"
38191408 L-Alpe-d-Huez-2350 1 b'2199-12-31' 2340 2342 2
38191409 L-Alpe-d-Huez-2350--S- 2 b'2199-12-31' 2340 2342 2
38205400 Lans-en-Vercors 1 b'2199-12-31' 1400 1417 17
38207001 LAVALDENS 7 b'2199-12-31' 1070 1065 -5
38253400 Les-2-Alpes-(Toura-NE) 1 b'2199-12-31' 2550 2585 35
38253401 Les-2-Alpes-(Toura-NE)-- 2 b'2199-12-31' 2600 2585 -15
38253403 Les-2-Alpes-(Pied-Moutte 1 b'2018-05-01' 2084 2077 -7
38253404 Les-2-Alpes-(GN) 1 b'2011-04-30' 1630 1646 16
38253407 Les-2-ALpes-Jandri 1 b'2199-12-31' 3200 3151 -49
38264400 L-Alpe-du-Grand-Serre 1 b'2199-12-31' 1382 1381 -1
38264401 L-Alpe-du-Grand-Serre--S 2 b'2199-12-31' 1800 1861 61
38269004 LA-MURE--RADOME 8 b'2199-12-31' 885 886 1
38285001 ORNON 7 b'2199-12-31' 950 974 24
38285400 COL-D'ORNON 1 b'2012-04-30' 1330 1329 -1
38289401 Olmet 1 b'2199-12-31' 1350 1354 4
38334400 REFUGE-DE-LA-PRA 1 b'2199-12-31' 2108 2112 4
38366001 ST-BAUDILLE 7 b'2199-12-31' 1040 1038 -2
38375001 ST-CHRISTOPHE 7 b'2020-12-31' 1570 1557 -13
38375400 St-Christophe 1 b'2024-06-30' 1570 1566 -4
38375402 LES-ECRINS-NIVOSE 3 b'2199-12-31' 2970 2942 -28
38375403 La-Berarde 1 b'2199-12-31' 1738 1713 -25
38375405 REFUGE-DU-PROMONTOIRE 1 b'2199-12-31' 3060 3040 -20
38375406 REFUGE-DE-TEMPLE-ECRINS 1 b'2199-12-31' 2408 2403 -5
38395400 St-Hilaire 1 b'2018-06-30' 970 979 9
38395403 ST-HILAIRE-NIVOSE 3 b'2199-12-31' 1756 1704 -52
38395404 St-Hilaire-Gelinottes 1 b'2009-04-30' 1180 980 -200 "Warning diff altitude mnt/poste >100m"
38439400 COL-DU-BARIOZ 1 b'2018-05-01' 1424 1423 -1
38442001 GRANDE-CHARTREUSE 7 b'2199-12-31' 945 928 -17
38442005 ST-PIERRE-DE-CH 8 b'2005-08-08' 895 906 11
38442400 St-Pierre-de-Chartreuse 1 b'2024-06-01' 1700 1671 -29
38469001 LA-SALETTE 7 b'2001-12-31' 1770 1784 14
38469400 La-Salette 1 b'1990-04-30' 1770 1417 -353 "Warning diff altitude mnt/poste >100m"
38472002 COL-DE-PORTE-EDFNIVO 8 b'2199-12-31' 1325 1321 -4
38472003 COL_DE_PORTE-OBSERVATOIR 1 b'2199-12-31' 1325 1320 -5
38472400 Col-de-Porte 1 b'1992-01-29' 1325 1253 -72
38472401 Col-de-Porte--S- 2 b'2199-12-31' 1325 1321 -4
38472403 COL-DE-PORTE-NIVOSE 3 b'2199-12-31' 1325 1321 -4
38514400 Treminis 1 b'1999-06-27' 850 952 102 "Warning diff altitude mnt/poste >100m"
38522001 VALJOUFFREY 7 b'2014-03-31' 980 971 -9
38522400 REFUGE-DE-FONT-TURBA 1 b'2199-12-31' 2170 2159 -11
38527001 VAUJANY 7 b'2199-12-31' 772 774 2
38527400 VAUJANY-NIVO 1 b'2199-12-31' 1720 1716 -4
38527401 Vaujany--S- 2 b'2199-12-31' 1720 1719 -1
38548001 VILLARD-DE-LANS 8 b'2199-12-31' 1027 1026 -1
38548003 VILLARD-BOIS-BARBU 7 b'2017-02-28' 1018 1018 0
38548400 Villard-cote-2000 1 b'2199-12-31' 1710 1759 49
